city,date,temp_avg,temp_min,temp_max,humidity,pressure,weather_condition,wind_speed
Jaipur,2018-01-01,23.951062148094138,11.022209451182743,21.870367861418558,56.535233232930715,1005.8922541792681,Clear,4.4230690211173815
Jaipur,2018-01-02,15.267927414448197,11.982993488919764,23.77926940749004,59.38052604829716,1009.2636399759601,Clear,5.791814328333265
Jaipur,2018-01-03,12.228405392468458,12.476732536201284,23.688780759914195,44.553440624776464,1005.4099959136109,Clear,6.955705680331278
Jaipur,2018-01-04,18.942013634458554,8.396299684593535,23.369493940881053,56.027832823532954,1011.6965017778516,Clouds,7.829404459028796
Jaipur,2018-01-05,13.862188469266039,12.660728871042213,27.076658782705362,57.04105141080988,1013.8250468050051,Clear,7.197330881397315
Jaipur,2018-01-06,8.034018910471445,14.471398057176621,21.481433227214854,61.852422787387646,1014.8328727394984,Clear,6.352348263029837
Jaipur,2018-01-07,20.51678001050672,12.740927178324531,24.276907152230965,50.11453502043527,1003.4953853434254,Clear,6.240558504177392
Jaipur,2018-01-08,17.040558887285684,10.628514951927034,24.274681630792443,53.34862641571474,1011.9800298858039,Clouds,7.425224207304338
Jaipur,2018-01-09,15.028437428922345,10.468950812809977,24.94602137962159,60.26772838154662,1013.2766122116366,Clear,2.0614954113591226
Jaipur,2018-01-10,15.491353061345615,13.07344984300177,23.022613142659477,47.18589594087633,1008.6095812194733,Clear,6.399905025698869
Jaipur,2018-01-11,20.566651158966796,12.80036546385436,24.530799790352926,50.98619303162687,1007.050862041,Clear,5.975686762299819
Jaipur,2018-01-12,18.30550419151553,11.858018937081743,26.10792354892089,55.801047458755576,1008.1727986742064,Clear,3.4469094262418905
Jaipur,2018-01-13,16.730901988507608,8.691584858601624,22.976664349413287,52.87896927859384,1002.1579423924267,Clouds,6.793883873303283
Jaipur,2018-01-14,11.270343848561431,13.036975508856806,22.858701793516502,52.17447916885523,1003.8793181789781,Clear,6.1614646701816955
Jaipur,2018-01-15,16.555854380678152,10.153185517337375,29.971649741116373,63.239423700661675,1007.3525166902258,Clouds,6.051321387315725
Jaipur,2018-01-16,16.903639219815144,9.927177230729693,24.175938007706428,44.997862941704994,1002.4364865938419,Clouds,1.258481333553855
Jaipur,2018-01-17,18.822000567102343,8.18180119088448,26.734344918667453,52.123027062374256,1007.2394597841491,Clear,4.784893363014368
Jaipur,2018-01-18,17.574678046399967,10.194253209634024,24.78579479750963,58.595745468413895,1017.22161380537,Clouds,6.078161343395825
Jaipur,2018-01-19,14.69909317385411,9.939473960533595,25.684581319335887,45.82669844617422,1027.9953679186133,Clear,7.416133828453296
Jaipur,2018-01-20,22.508902557478983,12.04824642600571,27.232395478083028,60.071853927012505,1006.3544298581857,Clear,8.16743425313899
Jaipur,2018-01-21,17.368078306913688,9.238103197549833,24.482117199400328,63.546561044900024,1008.3428563091837,Clear,5.278731710484712
Jaipur,2018-01-22,21.641028054866585,10.651454333544761,24.696209630344576,50.71480596812768,1003.4647944723731,Clear,0.8289672636569856
Jaipur,2018-01-23,14.585916419955659,12.66013098108473,24.781491729657343,53.64984153054198,1006.1444029520513,Clouds,3.194484275560581
Jaipur,2018-01-24,17.407864597252736,8.719487028130292,21.933063831133786,50.697895420659506,1009.1160368850292,Clear,8.19681476121762
Jaipur,2018-01-25,12.480531765966123,14.289894331515033,25.98773731858109,53.23990682670261,1002.8335403904862,Clear,2.097315855066362
Jaipur,2018-01-26,13.76773902513466,13.326822000811896,23.03947596247232,51.59666108765636,1011.2335565648667,Clear,1.5929675334394626
Jaipur,2018-01-27,14.121367781316778,12.576247301714448,27.11602487505191,55.66454903720382,1014.8788753360396,Clear,5.239937997788949
Jaipur,2018-01-28,19.992035042085515,10.220834483450627,25.30589730364313,54.698548994171105,1014.2786720161914,Clouds,6.609887120873079
Jaipur,2018-01-29,19.82455557895127,14.073066844716672,22.68986552496745,52.02164900800143,1003.7419754912008,Clear,6.371928173975181
Jaipur,2018-01-30,19.091791290367503,10.366410973856361,24.647796219218286,51.476005183494834,1016.0636057786861,Clear,8.138039747761864
Jaipur,2018-01-31,14.714599611814037,14.08591896778934,22.669355386569944,58.02634139780719,1011.63841758333,Clear,3.4577937598634643
Jaipur,2018-02-01,18.8646779817646,16.112078596499487,29.85722879116529,39.890058460367975,1014.3284428789763,Clear,3.981050381249102
Jaipur,2018-02-02,22.423871556204993,16.489584640827328,25.347787557749406,42.14565908060525,1005.9122504590273,Clouds,6.955951595307462
Jaipur,2018-02-03,23.310153058728332,14.165256111883746,30.30385015010459,22.832098273578225,1007.1367116649317,Clear,1.6627396675410857
Jaipur,2018-02-04,18.8422034082507,17.362361544544978,31.6057257993756,38.383518264026584,1010.909083236358,Clear,7.470878280763837
Jaipur,2018-02-05,19.684711883694884,12.098014424674416,25.823516629236053,42.30963755149411,1011.0347192600091,Clear,5.9281239639973915
Jaipur,2018-02-06,13.380535975121166,13.189427462020358,30.912253523757173,45.05047410900679,1011.8439902616908,Clear,3.5428370530807314
Jaipur,2018-02-07,22.134215169274583,13.569236270493244,30.521588778251008,26.066547544954098,1010.0665161067302,Rain,4.585258816012758
Jaipur,2018-02-08,19.3858311728559,17.497747288545185,28.674804836522977,38.23827117553837,1007.7958412550589,Clear,5.410461045029055
Jaipur,2018-02-09,22.26910791096772,17.267794687246113,28.152537525679094,40.60996221695857,1008.8480008063959,Clear,3.0674101091611297
Jaipur,2018-02-10,19.83361311481535,16.86920003894251,26.21353774414429,33.73254159699182,1007.5109562019796,Clouds,3.9725666022170847
Jaipur,2018-02-11,25.4012488649353,17.558142821943466,32.63926394117241,40.32366864118872,1006.2404507624328,Clouds,6.222883796295471
Jaipur,2018-02-12,21.98498911913261,14.920267269367496,26.49316230586866,37.0015921224549,1019.821884921192,Clear,6.2564451367668905
Jaipur,2018-02-13,18.064518699052858,14.830839395471234,23.894734045021444,42.35399985536867,1015.2077358843035,Clouds,4.249319290532675
Jaipur,2018-02-14,19.482490414799166,12.178979997073847,27.227839739800025,35.705221281962636,1012.5556926189291,Clear,5.292366971150734
Jaipur,2018-02-15,12.443893326842574,14.952785789778629,28.243031650858907,31.03811787476081,1012.1296018520236,Clouds,2.186437904860473
Jaipur,2018-02-16,22.81546822931306,15.026373647205974,27.442913079253422,46.24166980879711,1011.8197309708144,Clear,4.071891601755713
Jaipur,2018-02-17,20.02940697642777,15.58093463041269,27.15849704956471,37.780023289253116,1003.089440850232,Clear,6.7180707371695485
Jaipur,2018-02-18,20.890583233550323,14.363987995104182,26.461227737324872,42.57843745638354,1012.2424157443946,Clear,4.566822286353715
Jaipur,2018-02-19,19.03336936838073,15.46015604200911,30.152671493306684,48.59755510900945,1005.9839020004209,Clear,5.058992211110405
Jaipur,2018-02-20,21.763565602250814,16.055571057409722,30.77216514032103,45.25319233649693,1012.5608526899666,Clear,5.865683593042355
Jaipur,2018-02-21,23.10216546747558,15.65140265514234,26.289460790937575,35.49004922306358,1003.1706102193126,Clouds,4.01523842020139
Jaipur,2018-02-22,19.250405903776652,16.098857329161934,27.874465486554403,38.83725504006452,1022.8570881982256,Clear,3.9523814838920197
